ma_nganh,Nganh,to_hop,diem,thoi_gian_dao_tao,hoc_phi,luong_ra_truong,gioi_thieu,co_hoi_viec_lam,chinh_sach_ho_tro,hoc_bong
7580205,kỹ thuật công trình giao thông,"A00, A01, D01, C04",15,"4,5 năm",445.100 đồng/tín chỉ,10- 15 triệu đồng/ 1 tháng,"Ngành KỸ THUẬT X Y DỰNG CÔNG TRÌNH GIAO THÔNG sinh viên sẽ được trang bị những kiến thức cơ sở và chuyên sâu như: Kết cấu và vật liệu công trình; Quy hoạch, thiết kế, thi công, khai thác và quản lý chất lượng công trình giao thông.","Kỹ sư tốt nghiệp xây dựng Công trình Giao thông có rất nhiều cơ hội việc làm với các trong những năm tới khi có triển khai dự án giao thông trọng điểm có hàng nghìn km đường cao tốc xuyên Việt đã được phê duyệt và sắp xây dựng cùng với nhiều cây cầu trên khắp đất nước, các khu đô thị với hệ thống hạ tầng giao thông hiện đại thông minh cũng đang triển khai.","Được tham gia các hoạt động phong trào, hoạt động Đoàn-Hội của Trường, hoạt động sinh viên tình nguyện, các câu lạc bộ theo sở thích và các giải thi đấu thể thao cấp thành phố, cấp các trường đại học toàn quốc. Được tham gia các khóa đào tạo khởi nghiệp – Startup, các khóa học về kỹ năng làm việc nhóm, kỹ năng thuyết trình, kỹ năng phòng vấn, viết CV,…","Cơ hội nhận được học bổng của Trường, học bổng tài trợ từ các tập đoàn, công ty có liên kết với Trường và Khoa."
