ma_nganh,Nganh,to_hop,diem,thoi_gian_dao_tao,hoc_phi,luong_ra_truong,gioi_thieu,co_hoi_viec_lam,chinh_sach_ho_tro,hoc_bong
7520501,kỹ thuật địa chất,"Toán - Lý - Hóa; 
Toán - Lý - Địa; 
Văn - Toán - Địa; 
Toán - Văn - Anh",16,"4,5 năm",445.100 đồng/tín chỉ,10-15 triệu đồng/tháng,"Sinh viên học ngành Kỹ thuật địa chất được trang bị các kiến thức chuyên môn và các phần mềm hỗ trợ cho việc nghiên cứu tìm kiếm và đánh giá tiềm năng tài nguyên khoáng sản; Thiết kế, xử lý nền và móng, các công trình dân dụng và công nghiệp, thuỷ điện, thuỷ lợi; Đánh giá tiềm năng trữ lượng và bảo vệ tài nguyên nước dưới đất; Nghiên cứu thành phần vật chất quặng, đánh giá chất lượng khoáng sản phục vụ phát triển các ngành kinh tế.","- Kỹ sư địa chất, địa chất công trình, địa chất thủy văn 
- Nghiên cứu viên
- Giảng viên 
- Nhà quản lý 
- Giám đốc
- Thiết kế 
- Quản lý 
","- Được hưởng các chế độ học bổng, miễn giảm học phí theo quy định của Nhà trường
- Được các doanh nghiệp trong và ngoài nước tài trợ học bổng nếu có điểm thi đầu vào cao hoặc có thành tích học tập tốt
- Được giới thiệu thực tập, làm part-time tại doanh nghiệp trong thời gian học, xin việc sau khi tốt nghiệp
- Có cơ hội học tập chuyển tiếp sau đại học ở nước ngoài
","- Sinh viên có thành tích cao trong học tập, rèn luyện, nghiên cứu khoa học, thi olympic, khởi nghiệp, hoạt động phong trào, sinh viên có hoàn cảnh khó khăn vươn lên trong học tập có cơ hội nhận học bổng, khen thưởng, hỗ trợ từ Nhà trường, khoa, doanh nghiệp...
- Được giới thiệu thực tập, việc làm part-time, full-time
"
